practice_input,target_hsn8,target_hsn4,target_hsn6,target_description,difficulty,source
not cut in pieces frozen,02074200,0207,020742,"NOT CUT IN PIECES, FROZEN",easy,training_mode
not in pieces,02074200,0207,020742,"NOT CUT IN PIECES, FROZEN",medium,training_mode
not cut in piece froze,02074200,0207,020742,"NOT CUT IN PIECES, FROZEN",hard,training_mode
fatty livers fresh or chilled,02074300,0207,020743,"FATTY LIVERS, FRESH OR CHILLED",easy,training_mode
fatty fresh or,02074300,0207,020743,"FATTY LIVERS, FRESH OR CHILLED",medium,training_mode
fatt liver fres or chille,02074300,0207,020743,"FATTY LIVERS, FRESH OR CHILLED",hard,training_mode
other fresh or chilled,02074400,0207,020744,"OTHER, FRESH OR CHILLED",easy,training_mode
other or chilled,02074400,0207,020744,"OTHER, FRESH OR CHILLED",medium,training_mode
othe fres or chille,02074400,0207,020744,"OTHER, FRESH OR CHILLED",hard,training_mode
other frozen,02074500,0207,020745,"OTHER, FROZEN",easy,training_mode
othe froze,02074500,0207,020745,"OTHER, FROZEN",hard,training_mode
not cut in pieces fresh or,02075100,0207,020751,"NOT CUT IN PIECES, FRESH OR CHILLED",easy,training_mode
not in pieces or chilled,02075100,0207,020751,"NOT CUT IN PIECES, FRESH OR CHILLED",medium,training_mode
not cut in piece fres or,02075100,0207,020751,"NOT CUT IN PIECES, FRESH OR CHILLED",hard,training_mode
not cut in pieces frozen,02075200,0207,020752,"NOT CUT IN PIECES, FROZEN",easy,training_mode
not in pieces,02075200,0207,020752,"NOT CUT IN PIECES, FROZEN",medium,training_mode
not cut in piece froze,02075200,0207,020752,"NOT CUT IN PIECES, FROZEN",hard,training_mode
fatty livers fresh or chilled,02075300,0207,020753,"FATTY LIVERS, FRESH OR CHILLED",easy,training_mode
fatty fresh or,02075300,0207,020753,"FATTY LIVERS, FRESH OR CHILLED",medium,training_mode
fatt liver fres or chille,02075300,0207,020753,"FATTY LIVERS, FRESH OR CHILLED",hard,training_mode
other fresh or chilled,02075400,0207,020754,"OTHER, FRESH OR CHILLED",easy,training_mode
other or chilled,02075400,0207,020754,"OTHER, FRESH OR CHILLED",medium,training_mode
othe fres or chille,02075400,0207,020754,"OTHER, FRESH OR CHILLED",hard,training_mode
other frozen,02075500,0207,020755,"OTHER, FROZEN",easy,training_mode
othe froze,02075500,0207,020755,"OTHER, FROZEN",hard,training_mode
of guinea fowls,02076000,0207,020760,OF GUINEA FOWLS,easy,training_mode
of fowls,02076000,0207,020760,OF GUINEA FOWLS,medium,training_mode
of guine fowl,02076000,0207,020760,OF GUINEA FOWLS,hard,training_mode
of rabbits or hares,02081000,0208,020810,OF RABBITS OR HARES,easy,training_mode
of or hares,02081000,0208,020810,OF RABBITS OR HARES,medium,training_mode
of rabbit or hare,02081000,0208,020810,OF RABBITS OR HARES,hard,training_mode
other meat and edible meat offal,02082000,0208,020820,"OTHER MEAT AND EDIBLE MEAT OFFAL, FRESH, CHILLED OR FROZEN FROGR LEGS",easy,training_mode
other and edible offal fresh or,02082000,0208,020820,"OTHER MEAT AND EDIBLE MEAT OFFAL, FRESH, CHILLED OR FROZEN FROGR LEGS",medium,training_mode
othe meat and edibl meat offa,02082000,0208,020820,"OTHER MEAT AND EDIBLE MEAT OFFAL, FRESH, CHILLED OR FROZEN FROGR LEGS",hard,training_mode
of primates,02083000,0208,020830,OF PRIMATES,easy,training_mode
of primate,02083000,0208,020830,OF PRIMATES,hard,training_mode
of whales dolphines and porpoises mammals,02084000,0208,020840,"OF WHALES, DOLPHINES AND PORPOISES (MAMMALS OF THE ORDER CETACEA), OF MANATEES AND DUGONGS (MAMMALS OF THE ORDER SIRENIA), OF SEALS, SEA LIONS AND WALRUSES (MAMMALS OF THE SUB-ORDER PINNIPEDIA)",easy,training_mode
of dolphines and mammals of order,02084000,0208,020840,"OF WHALES, DOLPHINES AND PORPOISES (MAMMALS OF THE ORDER CETACEA), OF MANATEES AND DUGONGS (MAMMALS OF THE ORDER SIRENIA), OF SEALS, SEA LIONS AND WALRUSES (MAMMALS OF THE SUB-ORDER PINNIPEDIA)",medium,training_mode
of whale dolphine and porpoise mammal,02084000,0208,020840,"OF WHALES, DOLPHINES AND PORPOISES (MAMMALS OF THE ORDER CETACEA), OF MANATEES AND DUGONGS (MAMMALS OF THE ORDER SIRENIA), OF SEALS, SEA LIONS AND WALRUSES (MAMMALS OF THE SUB-ORDER PINNIPEDIA)",hard,training_mode
of reptiles including snakes and turtles,02085000,0208,020850,OF REPTILES (INCLUDING SNAKES AND TURTLES),easy,training_mode
of including snakes turtles,02085000,0208,020850,OF REPTILES (INCLUDING SNAKES AND TURTLES),medium,training_mode
of reptile includin snake and turtle,02085000,0208,020850,OF REPTILES (INCLUDING SNAKES AND TURTLES),hard,training_mode
of camels and other camelids camelidae,02086000,0208,020860,OF CAMELS AND OTHER CAMELIDS (CAMELIDAE),easy,training_mode
of and other camelidae,02086000,0208,020860,OF CAMELS AND OTHER CAMELIDS (CAMELIDAE),medium,training_mode
of camel and othe camelid camelida,02086000,0208,020860,OF CAMELS AND OTHER CAMELIDS (CAMELIDAE),hard,training_mode
of wild animals,02089010,0208,020890,OF WILD ANIMALS,easy,training_mode
of animals,02089010,0208,020890,OF WILD ANIMALS,medium,training_mode
of wild animal,02089010,0208,020890,OF WILD ANIMALS,hard,training_mode
other,02089090,0208,020890,OTHER,easy,training_mode
othe,02089090,0208,020890,OTHER,hard,training_mode
of pigs,02091000,0209,020910,OF PIGS,easy,training_mode
other,02099000,0209,020990,OTHER,easy,training_mode
othe,02099000,0209,020990,OTHER,hard,training_mode
hams shoulders and cuts thereof with,02101100,0210,021011,"HAMS, SHOULDERS AND CUTS THEREOF, WITH BONE IN",easy,training_mode
hams and cuts with bone,02101100,0210,021011,"HAMS, SHOULDERS AND CUTS THEREOF, WITH BONE IN",medium,training_mode
hams shoulder and cuts thereo with,02101100,0210,021011,"HAMS, SHOULDERS AND CUTS THEREOF, WITH BONE IN",hard,training_mode
bellies streaky and cuts thereof,02101200,0210,021012,BELLIES (STREAKY) AND CUTS THEREOF,easy,training_mode
bellies and cuts,02101200,0210,021012,BELLIES (STREAKY) AND CUTS THEREOF,medium,training_mode
bellie streak and cuts thereo,02101200,0210,021012,BELLIES (STREAKY) AND CUTS THEREOF,hard,training_mode
other,02101900,0210,021019,OTHER,easy,training_mode
othe,02101900,0210,021019,OTHER,hard,training_mode
meat of bovine animals,02102000,0210,021020,MEAT OF BOVINE ANIMALS,easy,training_mode
meat bovine animals,02102000,0210,021020,MEAT OF BOVINE ANIMALS,medium,training_mode
meat of bovin animal,02102000,0210,021020,MEAT OF BOVINE ANIMALS,hard,training_mode
of primates,02109100,0210,021091,OF PRIMATES,easy,training_mode
of primate,02109100,0210,021091,OF PRIMATES,hard,training_mode
of whales dolphins and porpoises mammals,02109200,0210,021092,"OF WHALES, DOLPHINS AND PORPOISES (MAMMALS OF THE ORDER CETACEA), OF MANATEES AND DUGONGS (MAMMALS OF THE ORDER SIRENIA), OF SEALS, SEA LIONS AND WALRUSES (MAMMALS OF THE SUB-ORDER PINNIPEDIA)",easy,training_mode
of dolphins and mammals of order,02109200,0210,021092,"OF WHALES, DOLPHINS AND PORPOISES (MAMMALS OF THE ORDER CETACEA), OF MANATEES AND DUGONGS (MAMMALS OF THE ORDER SIRENIA), OF SEALS, SEA LIONS AND WALRUSES (MAMMALS OF THE SUB-ORDER PINNIPEDIA)",medium,training_mode
of whale dolphin and porpoise mammal,02109200,0210,021092,"OF WHALES, DOLPHINS AND PORPOISES (MAMMALS OF THE ORDER CETACEA), OF MANATEES AND DUGONGS (MAMMALS OF THE ORDER SIRENIA), OF SEALS, SEA LIONS AND WALRUSES (MAMMALS OF THE SUB-ORDER PINNIPEDIA)",hard,training_mode
of reptiles including snakes and turtles,02109300,0210,021093,OF REPTILES (INCLUDING SNAKES AND TURTLES),easy,training_mode
of including snakes turtles,02109300,0210,021093,OF REPTILES (INCLUDING SNAKES AND TURTLES),medium,training_mode
of reptile includin snake and turtle,02109300,0210,021093,OF REPTILES (INCLUDING SNAKES AND TURTLES),hard,training_mode
other,02109900,0210,021099,OTHER,easy,training_mode
othe,02109900,0210,021099,OTHER,hard,training_mode
freshwater,03011100,0301,030111,FRESHWATER,easy,training_mode
freshwate,03011100,0301,030111,FRESHWATER,hard,training_mode
other,03011900,0301,030119,OTHER,easy,training_mode
othe,03011900,0301,030119,OTHER,hard,training_mode
trout salmo trutta oncorhynchus mykiss oncorhynchus,03019100,0301,030191,"TROUT (SALMO TRUTTA, ONCORHYNCHUS MYKISS, ONCORHYNCHUS CLARKII, ONCORHYNCHUS AGUABONITA, ONCORHYNCHUS GILAE, ONCORHYNCHUS APACHE AND ONCORHYNCHUS CHRYSOGASTER )",easy,training_mode
trout trutta oncorhynchus oncorhynchus clarkii aguabonita,03019100,0301,030191,"TROUT (SALMO TRUTTA, ONCORHYNCHUS MYKISS, ONCORHYNCHUS CLARKII, ONCORHYNCHUS AGUABONITA, ONCORHYNCHUS GILAE, ONCORHYNCHUS APACHE AND ONCORHYNCHUS CHRYSOGASTER )",medium,training_mode
trou salm trutt oncorhynchu mykis oncorhynchu,03019100,0301,030191,"TROUT (SALMO TRUTTA, ONCORHYNCHUS MYKISS, ONCORHYNCHUS CLARKII, ONCORHYNCHUS AGUABONITA, ONCORHYNCHUS GILAE, ONCORHYNCHUS APACHE AND ONCORHYNCHUS CHRYSOGASTER )",hard,training_mode
eels anguilla spp,03019200,0301,030192,EELS (ANGUILLA SPP.),easy,training_mode
eels spp,03019200,0301,030192,EELS (ANGUILLA SPP.),medium,training_mode
eels anguill spp,03019200,0301,030192,EELS (ANGUILLA SPP.),hard,training_mode
carp cyprinus spp carassius spp ctenop,03019300,0301,030193,"CARP (CYPRINUS SPP., CARASSIUS SPP., CTENOP- HARYNGODON IDELLUS,HYPOPHTHALMICHTHYS SPP., CIRRHINUS SPP.,MYLOPHARYNGODON PICEUS, CATLA CATLA, LABEO SPP., OSTEOCHILUS HASSELTI, LEPTO- BARBUS HOEVENI, MEGALOBRAMA SPP.)",easy,training_mode
carp spp carassius ctenop haryngodon hypophthalmichthys,03019300,0301,030193,"CARP (CYPRINUS SPP., CARASSIUS SPP., CTENOP- HARYNGODON IDELLUS,HYPOPHTHALMICHTHYS SPP., CIRRHINUS SPP.,MYLOPHARYNGODON PICEUS, CATLA CATLA, LABEO SPP., OSTEOCHILUS HASSELTI, LEPTO- BARBUS HOEVENI, MEGALOBRAMA SPP.)",medium,training_mode
carp cyprinu spp carassiu spp cteno,03019300,0301,030193,"CARP (CYPRINUS SPP., CARASSIUS SPP., CTENOP- HARYNGODON IDELLUS,HYPOPHTHALMICHTHYS SPP., CIRRHINUS SPP.,MYLOPHARYNGODON PICEUS, CATLA CATLA, LABEO SPP., OSTEOCHILUS HASSELTI, LEPTO- BARBUS HOEVENI, MEGALOBRAMA SPP.)",hard,training_mode
atlantic and pacific bluefin tunas thunnus,03019400,0301,030194,"ATLANTIC AND PACIFIC BLUEFIN TUNAS (THUNNUS THYNNUS, THUNNUS ORIENTALIS)",easy,training_mode
atlantic pacific bluefin thunnus thynnus orientalis,03019400,0301,030194,"ATLANTIC AND PACIFIC BLUEFIN TUNAS (THUNNUS THYNNUS, THUNNUS ORIENTALIS)",medium,training_mode
atlanti and pacifi bluefi tuna thunnu,03019400,0301,030194,"ATLANTIC AND PACIFIC BLUEFIN TUNAS (THUNNUS THYNNUS, THUNNUS ORIENTALIS)",hard,training_mode
southern bluefin tunas thunnus maccoyii,03019500,0301,030195,SOUTHERN BLUEFIN TUNAS (THUNNUS MACCOYII),easy,training_mode
southern tunas thunnus,03019500,0301,030195,SOUTHERN BLUEFIN TUNAS (THUNNUS MACCOYII),medium,training_mode
souther bluefi tuna thunnu maccoyi,03019500,0301,030195,SOUTHERN BLUEFIN TUNAS (THUNNUS MACCOYII),hard,training_mode
other,03019900,0301,030199,OTHER,easy,training_mode
othe,03019900,0301,030199,OTHER,hard,training_mode
trout salmo trutta oncorhyncus mykiss oncor,03021100,0302,030211,"TROUT (SALMO TRUTTA, ONCORHYNCUS MYKISS, ONCOR-HYNCUS CLARKII, ONCORHYNCUS AGUABONITA, ONCOR-HYNCUS GILAE, ONCORHYNCUS APACHE AND ONCOR-HYNCUS CHRYSOGASTER)",easy,training_mode
trout trutta oncorhyncus oncor hyncus oncorhyncus,03021100,0302,030211,"TROUT (SALMO TRUTTA, ONCORHYNCUS MYKISS, ONCOR-HYNCUS CLARKII, ONCORHYNCUS AGUABONITA, ONCOR-HYNCUS GILAE, ONCORHYNCUS APACHE AND ONCOR-HYNCUS CHRYSOGASTER)",medium,training_mode
trou salm trutt oncorhyncu mykis onco,03021100,0302,030211,"TROUT (SALMO TRUTTA, ONCORHYNCUS MYKISS, ONCOR-HYNCUS CLARKII, ONCORHYNCUS AGUABONITA, ONCOR-HYNCUS GILAE, ONCORHYNCUS APACHE AND ONCOR-HYNCUS CHRYSOGASTER)",hard,training_mode
pacific salmon oncorhynchus nerka oncorhy nchus,03021300,0302,030213,"PACIFIC SALMON (ONCORHYNCHUS NERKA, ONCORHY-NCHUS GORBUSCHA, ONCORHYNCHUS KETA, ONCORHY-NCHUS TSCHAWYTSCHA, ONCORHYNCHUS KISUTCH, ONCORHYNCHUS MASOU AND ONCORHYNCHUS RHODURUS)",easy,training_mode
pacific oncorhynchus nerka nchus gorbuscha keta,03021300,0302,030213,"PACIFIC SALMON (ONCORHYNCHUS NERKA, ONCORHY-NCHUS GORBUSCHA, ONCORHYNCHUS KETA, ONCORHY-NCHUS TSCHAWYTSCHA, ONCORHYNCHUS KISUTCH, ONCORHYNCHUS MASOU AND ONCORHYNCHUS RHODURUS)",medium,training_mode
pacifi salmo oncorhynchu nerk oncorh nchu,03021300,0302,030213,"PACIFIC SALMON (ONCORHYNCHUS NERKA, ONCORHY-NCHUS GORBUSCHA, ONCORHYNCHUS KETA, ONCORHY-NCHUS TSCHAWYTSCHA, ONCORHYNCHUS KISUTCH, ONCORHYNCHUS MASOU AND ONCORHYNCHUS RHODURUS)",hard,training_mode
atlantic salmon salmo salar and danube,03021400,0302,030214,ATLANTIC SALMON (SALMO SALAR) AND DANUBE SALMON(HUCHO HUCHO),easy,training_mode
atlantic salmo salar danube salmon hucho,03021400,0302,030214,ATLANTIC SALMON (SALMO SALAR) AND DANUBE SALMON(HUCHO HUCHO),medium,training_mode
atlanti salmo salm sala and danub,03021400,0302,030214,ATLANTIC SALMON (SALMO SALAR) AND DANUBE SALMON(HUCHO HUCHO),hard,training_mode
other,03021900,0302,030219,OTHER,easy,training_mode
othe,03021900,0302,030219,OTHER,hard,training_mode
halibut rheinhardtius hippoglossidae hippog lossus hippoglossus,03022100,0302,030221,"HALIBUT (RHEINHARDTIUS HIPPOGLOSSIDAE, HIPPOG-LOSSUS HIPPOGLOSSUS, HIPPOGLOSSUS STENOLEPIS)",easy,training_mode
halibut hippoglossidae hippog hippoglossus hippoglossus,03022100,0302,030221,"HALIBUT (RHEINHARDTIUS HIPPOGLOSSIDAE, HIPPOG-LOSSUS HIPPOGLOSSUS, HIPPOGLOSSUS STENOLEPIS)",medium,training_mode
halibu rheinhardtiu hippoglossida hippo lossu hippoglossu,03022100,0302,030221,"HALIBUT (RHEINHARDTIUS HIPPOGLOSSIDAE, HIPPOG-LOSSUS HIPPOGLOSSUS, HIPPOGLOSSUS STENOLEPIS)",hard,training_mode
plaice pleuronectes platessa,03022200,0302,030222,PLAICE (PLEURONECTES PLATESSA),easy,training_mode
plaice platessa,03022200,0302,030222,PLAICE (PLEURONECTES PLATESSA),medium,training_mode
plaic pleuronecte platess,03022200,0302,030222,PLAICE (PLEURONECTES PLATESSA),hard,training_mode
sole solea spp,03022300,0302,030223,SOLE (SOLEA SPP.),easy,training_mode
sole spp,03022300,0302,030223,SOLE (SOLEA SPP.),medium,training_mode
sole sole spp,03022300,0302,030223,SOLE (SOLEA SPP.),hard,training_mode
turbots psetta maxima,03022400,0302,030224,Turbots (Psetta maxima),easy,training_mode
turbots maxima,03022400,0302,030224,Turbots (Psetta maxima),medium,training_mode
turbot psett maxim,03022400,0302,030224,Turbots (Psetta maxima),hard,training_mode
other,03022900,0302,030229,OTHER,easy,training_mode
othe,03022900,0302,030229,OTHER,hard,training_mode
albacore or long finned tunas thunnus,03023100,0302,030231,ALBACORE OR LONG FINNED TUNAS (THUNNUS ALALUNGA),easy,training_mode
albacore long finned thunnus alalunga,03023100,0302,030231,ALBACORE OR LONG FINNED TUNAS (THUNNUS ALALUNGA),medium,training_mode
albacor or long finne tuna thunnu,03023100,0302,030231,ALBACORE OR LONG FINNED TUNAS (THUNNUS ALALUNGA),hard,training_mode
yellowfin tunas thunnus albacares,03023200,0302,030232,YELLOWFIN TUNAS (THUNNUS ALBACARES),easy,training_mode
yellowfin thunnus albacares,03023200,0302,030232,YELLOWFIN TUNAS (THUNNUS ALBACARES),medium,training_mode
yellowfi tuna thunnu albacare,03023200,0302,030232,YELLOWFIN TUNAS (THUNNUS ALBACARES),hard,training_mode
skipjack tuna stripe bellied bonito katsuwonuspelamis,03023300,0302,030233,SKIPJACK TUNA (STRIPE-BELLIED BONITO (KATSUWONUSPELAMIS),easy,training_mode
skipjack stripe bellied katsuwonuspelamis,03023300,0302,030233,SKIPJACK TUNA (STRIPE-BELLIED BONITO (KATSUWONUSPELAMIS),medium,training_mode
skipjac tuna strip bellie bonit katsuwonuspelami,03023300,0302,030233,SKIPJACK TUNA (STRIPE-BELLIED BONITO (KATSUWONUSPELAMIS),hard,training_mode
bigeye tunas thunnus obesus,03023400,0302,030234,BIGEYE TUNAS (THUNNUS OBESUS,easy,training_mode
bigeye thunnus obesus,03023400,0302,030234,BIGEYE TUNAS (THUNNUS OBESUS,medium,training_mode
bigey tuna thunnu obesu,03023400,0302,030234,BIGEYE TUNAS (THUNNUS OBESUS,hard,training_mode
atlantic and pacific bluefin tunas thunnus,03023500,0302,030235,"ATLANTIC AND PACIFIC BLUEFIN TUNAS (THUNNUS THYNNUS, THUNNUS ORIENTALIS)",easy,training_mode
atlantic pacific bluefin thunnus thynnus orientalis,03023500,0302,030235,"ATLANTIC AND PACIFIC BLUEFIN TUNAS (THUNNUS THYNNUS, THUNNUS ORIENTALIS)",medium,training_mode
atlanti and pacifi bluefi tuna thunnu,03023500,0302,030235,"ATLANTIC AND PACIFIC BLUEFIN TUNAS (THUNNUS THYNNUS, THUNNUS ORIENTALIS)",hard,training_mode
southern bluefin tunas thunnus maccoyii,03023600,0302,030236,SOUTHERN BLUEFIN TUNAS (THUNNUS MACCOYII),easy,training_mode
southern tunas thunnus,03023600,0302,030236,SOUTHERN BLUEFIN TUNAS (THUNNUS MACCOYII),medium,training_mode
souther bluefi tuna thunnu maccoyi,03023600,0302,030236,SOUTHERN BLUEFIN TUNAS (THUNNUS MACCOYII),hard,training_mode
other,03023900,0302,030239,OTHER,easy,training_mode
othe,03023900,0302,030239,OTHER,hard,training_mode
fish fresh or chilled excluding fishfillets,03024000,0302,030240,"FISH, FRESH OR CHILLED, EXCLUDING FISHFILLETS AND OTHER FISH MEAT OF HEADING 0304HERRINGS (CLUPEA HARENGUS, CLUPEA PALLASII) EXCLUDING LIVERS AND ROES",easy,training_mode
fish or chilled fishfillets and fish,03024000,0302,030240,"FISH, FRESH OR CHILLED, EXCLUDING FISHFILLETS AND OTHER FISH MEAT OF HEADING 0304HERRINGS (CLUPEA HARENGUS, CLUPEA PALLASII) EXCLUDING LIVERS AND ROES",medium,training_mode
fish fres or chille excludin fishfillet,03024000,0302,030240,"FISH, FRESH OR CHILLED, EXCLUDING FISHFILLETS AND OTHER FISH MEAT OF HEADING 0304HERRINGS (CLUPEA HARENGUS, CLUPEA PALLASII) EXCLUDING LIVERS AND ROES",hard,training_mode
herrings clupea harengus clupea pallasii,03024100,0302,030241,"HERRINGS (CLUPEA HARENGUS, CLUPEA PALLASII)",easy,training_mode
herrings harengus clupea,03024100,0302,030241,"HERRINGS (CLUPEA HARENGUS, CLUPEA PALLASII)",medium,training_mode
herring clupe harengu clupe pallasi,03024100,0302,030241,"HERRINGS (CLUPEA HARENGUS, CLUPEA PALLASII)",hard,training_mode
anchovies engraulis spp,03024200,0302,030242,ANCHOVIES (ENGRAULIS SPP.),easy,training_mode
anchovies spp,03024200,0302,030242,ANCHOVIES (ENGRAULIS SPP.),medium,training_mode
anchovie engrauli spp,03024200,0302,030242,ANCHOVIES (ENGRAULIS SPP.),hard,training_mode
sardines sardina pilchardus sardinops spp sardinella,03024300,0302,030243,"SARDINES (SARDINA PILCHARDUS, SARDINOPS SPP.), SARDINELLA (SARDINELLA SPP.), BRISLING OR SPRATS (SPRATTUS SPRATTUS)",easy,training_mode
sardines pilchardus sardinops sardinella sardinella brisling,03024300,0302,030243,"SARDINES (SARDINA PILCHARDUS, SARDINOPS SPP.), SARDINELLA (SARDINELLA SPP.), BRISLING OR SPRATS (SPRATTUS SPRATTUS)",medium,training_mode
